PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20250625;06;2025;8257530;1;2;1;10;47;1;247.6967246;47;1;2;1;18;1;2007;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257530;1;3;1;10;47;1;247.6967246;47;1;3;1;11;1;2014;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20250625;06;2025;8257530;1;4;1;10;47;1;247.6967246;47;1;1;2;8;12;2016;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250625;06;2025;8257531;1;1;1;10;47;1;125.87005601;47;1;1;2;47;11;1977;1;1;3;3;;2;2;2;6;;;4;;;1;1;3;176000;4;4;4;4;4;4;4;4;1;2;;10;10;315;7;315;1;2;1
20250625;06;2025;8257531;1;2;1;10;47;1;125.87005601;47;1;2;1;18;3;2007;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;3;411;2;;2;1;1
20250625;06;2025;8257531;1;3;1;10;47;1;125.87005601;47;1;3;2;71;4;1954;4;3;;3;;2;2;2;6;;;5;;;1;1;2;58000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257531;1;4;1;10;47;1;125.87005601;47;1;4;2;50;6;1975;6;1;3;3;;2;2;2;6;;;4;;;1;1;1;104000;4;4;3;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20250625;06;2025;8257532;1;1;1;10;47;1;236.02886629;47;1;1;2;72;6;1953;1;3;;3;;2;2;2;6;;;3;2;;1;3;;;3;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257533;1;1;1;10;47;1;512.87811962;47;1;1;1;43;9;1981;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;721;5;721;2;1;1
20250625;06;2025;8257534;1;1;1;10;47;1;367.65368084;47;1;1;2;50;6;1975;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257534;1;2;1;10;47;1;367.65368084;47;1;2;1;19;3;2006;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;8;2;411;2;;2;1;1
20250625;06;2025;8257534;1;3;1;10;47;1;367.65368084;47;1;3;1;15;10;2009;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;
20250625;06;2025;8257535;1;1;1;10;47;1;285.58575861;47;1;1;2;42;3;1983;1;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1
20250625;06;2025;8257535;1;2;1;10;47;1;285.58575861;47;1;2;1;29;9;1995;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250625;06;2025;8257535;1;3;1;10;47;1;285.58575861;47;1;3;1;24;2;2001;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20250625;06;2025;8257535;1;4;1;10;47;1;285.58575861;47;1;4;2;16;5;2009;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20250625;06;2025;8257535;1;5;1;10;47;1;285.58575861;47;1;5;2;20;9;2004;3;1;1;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;2;1
20250625;06;2025;8257535;1;6;1;10;47;1;285.58575861;47;1;6;1;3;2;2022;8;1;5;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20250625;06;2025;8257536;1;1;1;10;47;1;325.58689633;47;1;1;2;52;3;1973;1;2;;3;;2;2;2;6;;;4;;;1;1;1;72000;4;4;4;4;4;4;4;4;1;2;;9;6;916;6;916;1;2;1
20250625;06;2025;8257536;1;2;1;10;47;1;325.58689633;47;1;2;2;23;4;2002;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;7;412;2;;1;2;1
20250625;06;2025;8257536;1;3;1;10;47;1;325.58689633;47;1;3;1;16;10;2008;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;9;1;413;2;;;;
20250625;06;2025;8257536;1;4;1;10;47;1;325.58689633;47;1;4;2;15;5;2010;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20250625;06;2025;8257537;1;1;1;10;47;1;250.11181871;47;1;1;2;46;12;1978;1;2;;3;;2;2;2;6;;;3;1;2;1;1;1;227700;4;4;3;4;4;4;4;4;1;2;;11;2;11;8;11;1;2;1
20250625;06;2025;8257537;1;2;1;10;47;1;250.11181871;47;1;2;1;55;9;1969;2;2;;3;;2;2;2;6;;;3;1;1;1;1;1;170820;4;4;4;4;4;4;4;4;1;2;;10;10;488;7;488;2;1;1
20250625;06;2025;8257537;1;3;1;10;47;1;250.11181871;47;1;3;2;20;11;2004;3;1;1;1;2;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;10;4;912;2;;1;2;1
20250625;06;2025;8257537;1;4;1;10;47;1;250.11181871;47;1;4;2;15;10;2009;3;1;1;1;2;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20250625;06;2025;8257537;1;5;1;10;47;1;250.11181871;47;1;5;2;12;8;2012;3;1;1;1;2;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20250625;06;2025;8257539;1;1;1;10;47;1;259.90572276;47;1;1;2;59;10;1965;1;3;;2;;2;2;2;6;;;4;;;1;1;1;58000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257539;1;2;1;10;47;1;259.90572276;47;1;2;2;22;12;2002;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257539;1;3;1;10;47;1;259.90572276;47;1;3;2;21;4;2004;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257540;1;1;1;10;47;1;483.63230641;47;1;1;1;50;10;1974;1;2;;2;;2;2;2;6;;;3;1;2;1;1;2;57000;4;4;3;3;4;4;4;4;1;2;;9;6;713;6;713;2;1;1
20250625;06;2025;8257540;1;2;1;10;47;1;483.63230641;47;1;2;2;45;3;1980;2;2;;2;;2;2;2;6;;;3;1;1;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;9;6;613;6;613;1;2;1
20250625;06;2025;8257540;1;3;1;10;47;1;483.63230641;47;1;3;1;18;12;2006;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;9;4;716;2;;2;1;1
20250625;06;2025;8257540;1;4;1;10;47;1;483.63230641;47;1;4;2;13;6;2012;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20250625;06;2025;8257541;1;1;1;10;47;1;399.47853216;47;1;1;2;33;7;1991;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20250625;06;2025;8257541;1;2;1;10;47;1;399.47853216;47;1;2;1;15;7;2009;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;
20250625;06;2025;8257541;1;3;1;10;47;1;399.47853216;47;1;3;2;14;12;2010;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20250625;06;2025;8257542;1;1;1;10;47;1;509.71429636;47;1;1;1;38;9;1986;1;2;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257542;1;2;1;10;47;1;509.71429636;47;1;2;2;34;3;1991;2;3;;2;;2;2;2;6;;;2;1;1;1;1;1;58000;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;2;1
20250625;06;2025;8257542;1;3;1;10;47;1;509.71429636;47;1;3;2;14;12;2010;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20250625;06;2025;8257542;1;4;1;10;47;1;509.71429636;47;1;1;1;9;12;2015;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250625;06;2025;8257543;1;1;1;10;47;1;363.87025474;47;1;1;2;50;11;1974;1;1;5;2;;2;2;2;6;;;3;1;2;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;9;6;411;6;411;1;2;1
20250625;06;2025;8257543;1;2;1;10;47;1;363.87025474;47;1;2;1;44;7;1980;2;2;;2;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257543;1;3;1;10;47;1;363.87025474;47;1;3;1;21;3;2004;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;9;3;1022;2;;2;1;1
20250625;06;2025;8257543;1;4;1;10;47;1;363.87025474;47;1;1;1;5;10;2019;8;2;;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250625;06;2025;8257543;1;5;1;10;47;1;363.87025474;47;1;5;2;75;9;1949;4;3;;3;;2;2;2;6;;;4;;;1;3;;;4;3;3;1;3;4;1;4;1;2;;3;5;;;;1;2;1
20250625;06;2025;8257544;1;1;1;10;47;1;316.55153568;47;1;1;1;50;12;1974;1;2;;3;;2;2;2;6;;;2;1;2;1;1;1;56940;4;4;4;3;4;4;4;4;1;2;;3;5;;;;2;1;1
20250625;06;2025;8257544;1;2;1;10;47;1;316.55153568;47;1;2;2;39;5;1986;2;3;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250625;06;2025;8257544;1;3;1;10;47;1;316.55153568;47;1;3;2;17;10;2007;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20250625;06;2025;8257544;1;4;1;10;47;1;316.55153568;47;1;4;2;13;11;2011;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20250625;06;2025;8257545;1;1;1;10;47;1;269.6480092;47;1;1;2;51;6;1974;1;3;;3;;2;2;2;6;;;4;;;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257545;1;2;1;10;47;1;269.6480092;47;1;2;1;23;4;2002;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257545;1;3;1;10;47;1;269.6480092;47;1;3;2;14;11;2010;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20250625;06;2025;8257546;1;1;1;10;47;1;451.80745509;47;1;1;2;42;8;1982;1;2;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257546;1;2;1;10;47;1;451.80745509;47;1;2;1;48;2;1977;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250625;06;2025;8257546;1;3;1;10;47;1;451.80745509;47;1;3;1;18;9;2006;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257546;1;4;1;10;47;1;451.80745509;47;1;4;1;17;2;2008;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20250625;06;2025;8257547;1;1;1;10;47;1;303.6642983;47;1;1;2;54;7;1970;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20250625;06;2025;8257547;1;2;1;10;47;1;303.6642983;47;1;2;1;31;12;1993;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20250625;06;2025;8257547;1;3;1;10;47;1;303.6642983;47;1;3;2;23;10;2001;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257548;1;1;1;10;47;1;344.47341876;47;1;1;1;31;12;1993;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257548;1;2;1;10;47;1;344.47341876;47;1;2;2;29;8;1995;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257548;1;3;1;10;47;1;344.47341876;47;1;2;1;11;7;2013;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250625;06;2025;8257548;1;4;1;10;47;1;344.47341876;47;1;2;1;6;4;2019;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;
20250625;06;2025;8257548;1;5;1;10;47;1;344.47341876;47;1;2;2;4;5;2021;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20250625;06;2025;8257548;1;6;1;10;47;1;344.47341876;47;1;6;1;17;12;2007;9;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20250625;06;2025;8257550;1;1;1;10;47;1;347.93358146;47;1;1;1;35;1;1990;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20250625;06;2025;8257550;1;2;1;10;47;1;347.93358146;47;1;2;2;41;12;1983;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;413;6;413;1;2;1
20250625;06;2025;8257550;1;3;1;10;47;1;347.93358146;47;1;3;2;11;2;2014;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;3;4;4;4;4;1;1;1;4;0;;;;;;
20250625;06;2025;8257550;1;4;1;10;47;1;347.93358146;47;1;2;2;6;1;2019;3;1;2;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250625;06;2025;8257551;1;1;1;10;47;1;241.32168503;47;1;1;2;44;7;1980;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257551;1;2;1;10;47;1;241.32168503;47;1;2;2;40;11;1984;9;3;;2;;2;2;2;6;;;4;;;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257552;1;1;1;10;47;1;278.24058325;47;1;1;2;65;6;1960;1;3;;3;;2;2;2;6;;;4;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20250625;06;2025;8257552;1;2;1;10;47;1;278.24058325;47;1;2;1;41;1;1984;3;1;1;2;;2;2;2;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257552;1;3;1;10;47;1;278.24058325;47;1;1;1;11;3;2014;8;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20250625;06;2025;8257555;1;1;1;10;47;1;148.90733361;47;1;1;2;64;6;1961;1;2;;3;;2;2;2;6;;;5;;;1;1;2;56000;4;4;4;4;4;4;4;4;1;2;;9;6;419;6;419;1;2;1
20250625;06;2025;8257555;1;2;1;10;47;1;148.90733361;47;1;2;1;33;7;1991;3;1;1;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;9;419;2;;2;1;1
20250625;06;2025;8257556;1;1;1;10;47;1;109.18100789;47;1;1;2;58;9;1966;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;3;3;4;4;4;4;1;2;;8;4;413;5;413;1;2;1
20250625;06;2025;8257556;1;2;1;10;47;1;109.18100789;47;1;2;2;29;6;1996;3;1;1;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;3;4;4;4;4;1;2;;10;10;111;7;111;1;2;1
20250625;06;2025;8257556;1;3;1;10;47;1;109.18100789;47;1;2;1;4;11;2020;8;1;2;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250625;06;2025;8257557;1;1;1;10;47;1;90.904582398;47;1;1;2;65;5;1960;1;3;;3;;2;2;2;6;;;4;;;1;2;2;245800;4;4;4;4;4;4;4;4;1;2;;10;10;114;7;114;1;2;1
20250625;06;2025;8257557;1;2;1;10;47;1;90.904582398;47;1;2;2;31;8;1993;3;1;1;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20250625;06;2025;8257557;1;3;1;10;47;1;90.904582398;47;1;3;2;29;3;1996;3;1;1;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257558;1;1;1;10;47;1;137.83080405;47;1;1;1;59;9;1965;1;3;;3;;2;2;2;6;;;2;1;2;1;1;1;170820;4;4;4;4;4;4;4;4;1;2;;10;10;488;7;488;2;1;1
20250625;06;2025;8257558;1;2;1;10;47;1;137.83080405;47;1;2;2;40;10;1984;2;2;;3;;2;2;2;6;;;2;1;1;1;1;1;113880;4;4;4;4;4;4;4;4;1;2;;10;10;488;7;488;1;2;1
20250625;06;2025;8257560;1;1;1;10;47;1;126.68104872;47;1;1;1;78;4;1947;1;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257560;1;2;1;10;47;1;126.68104872;47;1;2;2;77;4;1948;2;3;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257560;1;3;1;10;47;1;126.68104872;47;1;3;1;37;3;1988;3;1;2;1;1;2;2;2;6;;;2;1;4;1;1;1;120000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257560;1;4;1;10;47;1;126.68104872;47;1;4;2;37;6;1988;7;2;;2;;2;2;2;6;;;2;1;3;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20250625;06;2025;8257561;1;1;1;10;47;1;160.93929644;47;1;1;2;54;9;1970;1;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;2;1
20250625;06;2025;8257561;1;2;1;10;47;1;160.93929644;47;1;2;1;61;7;1963;2;3;;3;;2;2;2;6;;;2;1;1;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250625;06;2025;8257561;1;3;1;10;47;1;160.93929644;47;1;3;2;33;3;1992;3;1;1;2;;2;2;2;6;;;2;1;4;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1
20250625;06;2025;8257561;1;4;1;10;47;1;160.93929644;47;1;4;1;26;1;1999;7;2;;2;;2;2;2;6;;;2;1;3;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;2;1;1
20250625;06;2025;8257561;1;5;1;10;47;1;160.93929644;47;1;3;1;5;5;2020;8;1;3;1;4;2;2;2;6;;;;;;1;1;5;;4;2;4;4;4;2;3;3;2;1;2;2;0;;;;;;
20250625;06;2025;8257562;1;1;1;10;47;1;139.40028993;47;1;1;2;55;8;1969;1;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20250625;06;2025;8257562;1;2;1;10;47;1;139.40028993;47;1;2;1;31;7;1993;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;3;4;4;4;4;1;2;;10;10;112;7;112;2;1;1
20250625;06;2025;8257562;1;3;1;10;47;1;139.40028993;47;1;3;1;19;5;2006;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;6;419;2;;2;1;1
20250625;06;2025;8257562;1;4;1;10;47;1;139.40028993;47;1;4;1;15;10;2009;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;4;;;;;;
20250625;06;2025;8257563;1;1;1;10;47;1;192.43733888;47;1;1;1;32;3;1993;1;2;;2;;2;2;2;6;;;2;1;2;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257563;1;2;1;10;47;1;192.43733888;47;1;2;2;32;3;1993;2;3;;3;;2;2;2;6;;;2;1;1;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257563;1;3;1;10;47;1;192.43733888;47;1;3;2;13;6;2012;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20250625;06;2025;8257563;1;4;1;10;47;1;192.43733888;47;1;4;2;11;2;2014;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20250625;06;2025;8257567;1;1;1;10;47;1;265.81655067;47;1;1;2;52;5;1973;1;3;;3;;2;2;2;6;;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257567;1;2;1;10;47;1;265.81655067;47;1;2;1;81;2;1944;2;3;;3;;2;2;2;6;;;3;1;1;1;1;3;176000;4;4;3;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250625;06;2025;8257568;1;1;1;10;47;1;209.35859929;47;1;1;2;72;1;1953;1;3;;3;;2;2;2;6;;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;9;6;415;6;415;1;2;1
20250625;06;2025;8257568;1;2;1;10;47;1;209.35859929;47;1;2;1;76;9;1948;2;3;;3;;2;2;2;6;;;3;1;1;1;1;2;280000;4;4;3;4;4;4;4;4;1;2;;10;10;412;7;412;2;1;1
20250625;06;2025;8257569;1;1;1;10;47;1;209.35859929;47;1;1;2;75;9;1949;1;3;;3;;2;2;2;6;;;3;1;2;1;1;2;522000;4;4;3;4;4;4;4;4;1;2;;10;10;314;7;314;1;2;1
20250625;06;2025;8257569;1;2;1;10;47;1;209.35859929;47;1;2;1;78;9;1946;2;3;;3;;2;2;2;6;;;3;1;1;1;1;2;870000;4;4;3;3;4;4;4;4;1;2;;10;10;421;7;421;2;1;1
20250625;06;2025;8257570;1;1;1;10;47;1;209.35859929;47;1;1;2;60;10;1964;1;3;;3;;2;2;2;6;;;3;1;2;1;1;5;;4;4;3;4;4;4;4;4;1;2;;10;10;531;7;531;1;2;1
20250625;06;2025;8257570;1;2;1;10;47;1;209.35859929;47;1;2;1;57;8;1967;2;2;;2;;2;2;2;6;;;3;1;1;1;1;1;400000;4;4;4;4;4;4;4;4;1;2;;10;10;531;7;531;2;1;1
20250625;06;2025;8257571;1;1;1;10;47;1;353.24790684;47;1;1;2;45;2;1980;1;2;;2;;2;2;2;6;;;3;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;11;2;229;8;229;1;2;1
20250625;06;2025;8257571;1;2;1;10;47;1;353.24790684;47;1;2;1;54;5;1971;2;2;;2;;2;2;2;6;;;3;1;1;1;1;1;284700;4;4;4;4;4;4;4;4;1;2;;12;4;511;9;511;2;1;1
20250625;06;2025;8257571;1;3;1;10;47;1;353.24790684;47;1;1;1;7;1;2018;3;1;1;1;2;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;0;;;;;;
20250625;06;2025;8257572;1;1;1;10;47;1;172.63825648;47;1;1;2;79;2;1946;1;3;;3;;2;2;2;6;;;5;;;1;1;2;240000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20250625;06;2025;8257573;1;1;1;10;47;1;222.05898386;47;1;1;1;68;3;1957;1;3;;3;;2;2;2;6;;;4;;;1;1;3;176000;4;4;4;4;4;4;4;4;1;2;;10;10;522;7;522;2;1;1
20250625;06;2025;8257575;1;1;1;10;47;1;172.63825648;47;1;1;2;70;1;1955;1;3;;3;;2;2;2;6;;;3;2;;1;1;5;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257577;1;1;1;10;47;1;213.4201162;47;1;1;2;55;6;1970;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20250625;06;2025;8257577;1;2;1;10;47;1;213.4201162;47;1;2;1;58;6;1967;2;3;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250625;06;2025;8257577;1;3;1;10;47;1;213.4201162;47;1;3;1;31;6;1994;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;9;411;2;;2;1;1
20250625;06;2025;8257577;1;4;1;10;47;1;213.4201162;47;1;4;2;24;9;2000;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;8;313;2;;1;2;1
20250625;06;2025;8257577;1;5;1;10;47;1;213.4201162;47;1;5;2;21;7;2003;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;8;1;415;2;;1;2;1
20250625;06;2025;8257578;1;1;1;10;47;1;170.11364226;47;1;1;2;58;7;1966;1;3;;2;;2;2;2;6;;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250625;06;2025;8257578;1;2;1;10;47;1;170.11364226;47;1;2;1;76;3;1949;2;3;;3;;2;2;2;6;;;3;1;1;1;1;2;480000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
