PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20250623;06;2025;8239502;1;1;1;60;05;1;1113.9423151;05;1;5611;1;1;;;1;;1;;2;2;2;2;24;1;;1;1;9;9;2;2;500000;2;;2;;;1;180000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;1;;36;;;3;7;;1;;2;;;;1;2;1;0;18;4;;3;;2;;;;;;;;1;10;1;1;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;40;8;;1;680000;56;5611;5120
20250623;06;2025;8239502;1;2;1;60;05;1;1113.9423151;05;1;4781;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;1;700000;1;0;300000;0;0;100000;;;;;;;;;;;;;;;;;;2;;;2;;300000;1;;3;;1;2;12;70;;;70;;;1;6;;10;;2;;;;2;2;1;12;60;4;;13;PANDEMIA;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;;30;8;;1;300000;47;4781;9520
20250623;06;2025;8239504;1;1;1;60;05;1;1153.9044132;05;1;6820;1;2;1;;1;;1;;1;2;1;1;360;1;;1;1;1;1;1;2;1623500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;1;61000;2;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;40;2;;2;7;;1;;1;2;1;34;1;1;1;0;48;2;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;9;;1;1623500;68;6820;9112
20250623;06;2025;8239505;1;1;1;60;05;1;1105.6071435;05;1;7420;2;;;;;;;;;;;;82;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2200000;1;;1;;8;2;12;35;2;;35;;;1;2;;1;;2;;;;2;2;1;24;103;4;;13;PANDEMIA COVID;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;15;3;;1;2200000;74;7420;3431
20250623;06;2025;8239506;1;1;1;60;05;1;1204.1455582;05;1;8412;1;2;2;12;2;4;1;8010;1;2;1;1;11;1;;1;1;1;1;2;2;2200000;2;;1;500000;1;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1600000;2;;2;;2;;2;;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;10;7;;1;;1;1;1;7;1;1;1;2;6;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;60;1;;1;2200000;84;8412;5414
20250623;06;2025;8239506;1;2;1;60;05;1;1204.1455582;05;1;8730;1;2;2;12;1;;1;;1;2;1;1;16;1;;1;1;9;1;2;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;2;1;1;1;1;1;0;8;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;;60;1;;1;1423500;87;8730;5321
20250623;06;2025;8239508;1;1;1;60;05;1;1823.8652942;05;1;6412;1;2;1;;1;;1;;1;2;1;1;84;1;;1;1;1;1;3;1;4000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;43;;;43;;;10;7;;1;;1;1;1;10;1;1;1;0;24;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;4000000;64;6412;2411
20250623;06;2025;8239508;1;2;1;60;05;1;1823.8652942;05;1;8544;1;2;2;12;1;;1;;1;2;1;1;18;2;;1;1;1;1;3;1;3000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;9;7;;1;;1;1;1;15;1;1;1;0;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;3000000;85;8544;3513
20250623;06;2025;8239509;1;1;1;60;05;1;1741.2815242;05;1;4752;1;2;1;;1;;1;;1;2;1;1;12;1;;1;1;1;1;1;2;1800000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;2;7;;1;;1;1;1;5;1;1;1;12;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;1800000;47;4752;4110
20250623;06;2025;8239509;1;2;1;60;05;1;1741.2815242;05;1;5111;1;2;2;12;1;;1;;1;2;1;1;18;1;;1;1;1;1;3;2;3000000;2;;2;;;2;;2;;1;300000;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;7;4;;1;;1;2;1;3;1;1;1;18;12;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;;50;3;;1;3000000;51;5111;5111
20250623;06;2025;8239509;1;3;1;60;05;1;1741.2815242;05;1;4752;1;2;2;12;1;;1;;1;2;1;1;2;1;;1;1;1;1;1;2;2500000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;1;1500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;10;11;VISITAR DIFERENTES PUNTOS DE VENTA;1;;1;2;1;6;1;1;1;0;48;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;3;;1;2500000;47;4752;5223
20250623;06;2025;8239510;1;1;1;60;05;1;1888.4419901;05;1;6209;1;2;1;;1;;1;;1;2;1;1;60;1;;1;1;1;1;6;2;2600000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;2500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;10;7;;1;;1;1;1;5;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;3;;1;2600000;62;6209;2511
20250623;06;2025;8239510;1;2;1;60;05;1;1888.4419901;05;1;4649;1;2;1;;1;;1;;1;2;1;1;48;1;;1;1;1;1;1;2;1400000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;0;1;;4;7;;1;;1;2;1;4;1;1;1;0;1;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;40;3;;1;1400000;46;4649;4311
20250623;06;2025;8239511;1;2;1;60;05;1;2234.074138;05;1;4921;2;;;;;;;;;;;;84;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1200000;1;;3;;3;2;12;60;;;60;;;1;4;;2;;2;;;;2;2;1;0;3;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;2;3;;1;1200000;49;4921;8324
20250623;06;2025;8239511;1;5;1;60;05;1;2234.074138;05;1;5619;1;1;;;1;;1;;2;2;2;2;7;1;;2;9;9;9;1;2;600000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;2;;30;;;2;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;2;3;;10;3;;1;600000;56;5619;9411
20250623;06;2025;8239512;1;2;1;60;05;1;1203.7510941;05;1;4921;2;;;;;;;;;;;;144;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;4;1;6;;;8000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2000000;1;;3;;3;2;12;50;;;40;2;;1;4;;1;;1;2;2;18;2;2;1;0;120;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;2;;1;2000000;49;4921;8324
20250623;06;2025;8239513;1;1;1;60;05;1;1258.2563823;05;1;8424;1;2;1;;1;;1;;1;1;1;1;90;2;;1;1;1;1;1;2;3600000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;1;350000;1;2;;;1;3500000;1;1750000;1;1750000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;10;7;;1;;1;3;1;8;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;8;;1;3600000;84;8424;3411
20250623;06;2025;8239514;1;1;1;60;05;1;1288.9923328;05;1;4721;1;2;1;;1;;1;;1;2;1;1;24;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;112000;2;2;;;2;;;2;;;1;1300000;2;;1;650000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;2;7;;1;;1;1;1;10;1;1;1;0;6;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;8;;1;1423500;47;4721;5223
20250623;06;2025;8239515;1;1;1;60;05;1;1632.6211768;05;1;7911;1;2;1;;1;;1;;2;2;2;2;96;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;3;1;;5200000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;4800000;1;;3;;3;2;12;15;2;;15;;;10;1;;1;;1;1;2;5;1;1;1;6;11;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;;2;;1;4800000;79;7911;5244
20250623;06;2025;8239518;1;1;1;60;05;1;1810.6320755;05;1;4773;1;2;1;;1;;1;;1;2;1;1;8;1;;1;1;1;1;1;1;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;250000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;7;7;;1;;1;2;1;20;1;1;1;0;12;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;2;;1;1423500;47;4773;5223
20250623;06;2025;8239518;1;2;1;60;05;1;1810.6320755;05;1;4791;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;;3;;3;1;12;40;;;40;;;1;1;;2;;2;;;;2;2;1;5;12;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;;3;;1;1500000;47;4791;5221
20250623;06;2025;8239519;1;2;1;60;05;1;1189.2999404;05;1;2591;1;2;1;;1;;1;;1;2;1;1;8;1;;1;1;1;1;1;2;2185000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;3500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;40;2;;10;7;;1;;1;1;1;3;1;1;1;0;6;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;;30;3;;1;2185000;25;2591;7223
20250623;06;2025;8239520;1;1;1;60;05;1;1125.7510527;05;1;6492;1;2;1;;1;;1;;1;2;1;1;3;1;;1;1;1;1;6;1;4200000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3700000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;35;2;;10;7;;1;;1;2;1;14;1;1;1;0;8;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;;25;2;;1;4200000;64;6492;2611
20250623;06;2025;8239521;1;3;1;60;05;1;898.45697276;05;1;4530;1;2;1;;1;;1;;2;2;1;1;2;1;;1;1;1;1;1;2;1420000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;5;7;;1;;1;1;1;0;1;2;1;0;36;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;45;5;;1;1420000;45;4530;5223
20250623;06;2025;8239521;1;4;1;60;05;1;898.45697276;05;1;4541;1;2;2;3;1;;1;;2;2;1;1;0;1;;1;1;1;1;1;2;1420000;2;;2;;;2;;2;;2;;2;;2;;;1;100000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;5;7;;1;;1;1;1;0;1;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;45;5;;1;1420000;45;4541;5223
20250623;06;2025;8239522;1;1;1;60;05;1;1336.8591127;05;1;4754;1;2;1;;1;;1;;1;2;1;1;12;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;61000;2;2;;;2;;;2;;;1;1300000;2;;1;650000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;56;;;56;;;8;7;;1;;1;1;1;1;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;;45;8;;1;1423500;47;4754;5223
20250623;06;2025;8239522;1;2;1;60;05;1;1336.8591127;05;1;4771;1;2;1;;1;;1;;1;2;1;1;12;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;61000;2;2;;;2;;;2;;;1;1300000;2;;1;650000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;10;7;;1;;1;1;1;4;1;1;1;0;12;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;;45;8;;1;1423500;47;4771;5223
20250623;06;2025;8239523;1;1;1;60;05;1;1823.8652942;05;1;5611;1;2;1;;1;;1;;2;2;1;1;18;1;;1;1;1;1;1;2;1420000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;7;7;;1;;1;1;1;2;1;2;1;0;14;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;4;;25;5;;1;1420000;56;5611;5131
20250623;06;2025;8239523;1;2;1;60;05;1;1823.8652942;05;1;5611;1;2;1;;1;;1;;2;2;1;1;50;1;;1;1;1;1;1;2;1420000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;7;7;;1;;1;1;1;8;1;2;1;0;18;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;4;;25;5;;1;1420000;56;5611;5120
20250623;06;2025;8239524;1;1;1;60;05;1;1485.3990141;05;1;8621;1;2;2;12;2;4;1;7820;1;2;1;1;12;1;;1;1;1;1;3;1;1400000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;1;1;6;1;1;1;2;10;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;25;3;;1;1400000;86;8621;4223
20250623;06;2025;8239524;1;2;1;60;05;1;1485.3990141;05;1;5619;1;1;;;1;;1;;2;2;2;2;36;1;;9;9;9;9;1;2;1600000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;4;7;;2;;2;;;;2;2;1;2;3;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;2;3;;15;3;;1;1600000;56;5619;9411
20250623;06;2025;8239525;1;1;1;60;05;1;3330.558142;05;1;5619;1;1;;;1;;1;;2;2;2;2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;1;4;;;700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;650000;1;;3;;3;2;5;36;2;;36;;;3;4;;2;;2;;;;2;2;1;36;48;4;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;40;8;;1;650000;56;5619;9621
20250623;06;2025;8239526;1;1;1;60;05;1;1698.7663627;05;1;1410;1;1;;;1;;1;;2;2;2;2;96;1;;2;1;2;2;1;2;1600000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;45;;;45;;;3;7;;1;;1;2;2;40;2;2;1;12;144;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;2;8;;1;1600000;14;1410;7322
20250623;06;2025;8239527;1;1;1;60;05;1;1712.5346249;05;1;8552;1;2;2;12;1;;1;;1;2;1;1;24;1;;1;1;1;1;6;2;2134500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1950000;2;;1;970000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;9;7;;1;;1;1;1;8;1;1;1;28;28;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;;30;8;;1;2134500;85;8552;4311
20250623;06;2025;8239527;1;2;1;60;05;1;1712.5346249;05;1;8010;1;2;2;12;1;;1;;1;2;1;1;6;1;;1;1;1;1;2;1;1423000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;1;650000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;10;7;;1;;1;1;1;3;1;1;1;0;24;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;;60;8;;1;1423000;80;8010;5414
20250623;06;2025;8239528;1;1;1;60;05;1;1888.4419901;05;1;2431;1;2;1;;1;;1;;2;2;1;1;240;1;;1;1;1;1;2;2;1600000;2;;2;;;1;150000;2;;2;;2;;2;;;1;200000;1;1;65000;2;2;;;2;;;2;;;1;1500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;9;7;;1;;1;1;1;23;1;1;1;0;12;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;40;8;;1;1750000;24;2431;4321
20250623;06;2025;8239530;1;2;1;60;05;1;1824.7784593;05;1;4541;1;2;2;3;1;;1;;1;2;1;1;3;1;;1;1;1;1;3;1;1900000;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;650000;2;;1;650000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;10;7;;1;;1;1;1;8;1;1;1;0;6;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;40;8;;1;1900000;45;4541;2413
20250623;06;2025;8239531;1;1;1;60;05;1;1590.706898;05;1;5611;1;1;;;1;;1;;2;2;2;2;6;1;;1;1;1;1;2;2;920000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;40;;;40;;;3;7;;2;;2;;;;2;2;1;12;6;1;;13;CAMBIO DE DOMICILIO;1;20;9111;8121;4;480000;1;2;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;8;;1;1400000;56;5611;5120
20250623;06;2025;8239532;1;1;1;60;05;1;1792.385714;05;1;1410;1;1;;;1;;1;;2;2;2;2;120;1;;2;2;2;2;1;2;1400000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;3;2;;2;;2;;;;2;2;1;0;4;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;10;8;;1;1400000;14;1410;8153
20250623;06;2025;8239533;1;1;1;60;05;1;1583.7898474;05;1;2221;1;2;1;;1;;1;;1;2;1;1;70;1;;1;1;1;1;1;2;1425000;2;;2;;;1;158000;2;;1;200000;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;10;7;;1;;1;2;1;26;1;1;1;0;26;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;48;1;;1;1583000;22;2221;8142
20250623;06;2025;8239533;1;2;1;60;05;1;1583.7898474;05;1;5619;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;1;1950000;1;0;800000;100000;50000;0;;;;;;;;;;;;;;;;;;2;;;3;;1000000;1;;3;;3;2;12;46;;;46;;;1;6;;3;;2;;;;2;2;1;24;70;4;;13;PANDEMIA COVID;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;15;3;;1;1000000;56;5619;5212
20250623;06;2025;8239534;1;1;1;60;05;1;1823.8652942;05;1;4921;2;;;;;;;;;;;;15;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;2000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2000000;1;;3;;1;1;12;46;;;46;;;1;4;;3;;2;;;;2;2;1;24;36;1;;2;;1;39;2354;8553;4;250000;2;7;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;2;3;;20;3;;1;2250000;49;4921;8323
